"LinkIndec","Provincia","Partido","Localidad","Tecnologia","Accesos"
"38021040","JUJUY","Doctor Manuel Belgrano","Lozano (Ap. Chañi)","SATELITAL","10"
"38021040","JUJUY","Doctor Manuel Belgrano","Lozano (Ap. Chañi)","WIRELESS","111"
"38021050","JUJUY","Doctor Manuel Belgrano","Ocloyas","SATELITAL","7"
"0","JUJUY","Doctor Manuel Belgrano","Otros","SATELITAL","11"
"38021050","JUJUY","Doctor Manuel Belgrano","San Pablo De Reyes","SATELITAL","8"
"38021060","JUJUY","Doctor Manuel Belgrano","San Salvador de Jujuy (Est. Jujuy)","ADSL","1.872"
"38021060","JUJUY","Doctor Manuel Belgrano","San Salvador de Jujuy (Est. Jujuy)","CABLEMODEM","22.863"
"38021060","JUJUY","Doctor Manuel Belgrano","San Salvador de Jujuy (Est. Jujuy)","FIBRA OPTICA","41.644"
"38021060","JUJUY","Doctor Manuel Belgrano","San Salvador de Jujuy (Est. Jujuy)","Otros","1"
"38021060","JUJUY","Doctor Manuel Belgrano","San Salvador de Jujuy (Est. Jujuy)","SATELITAL","273"
"38021060","JUJUY","Doctor Manuel Belgrano","San Salvador de Jujuy (Est. Jujuy)","WIRELESS","141"
"38021070","JUJUY","Doctor Manuel Belgrano","Yala","SATELITAL","42"
"38021070","JUJUY","Doctor Manuel Belgrano","Yala","WIRELESS","3"
"38014010","JUJUY","El Carmen","Aguas Calientes","SATELITAL","7"
"38014010","JUJUY","El Carmen","Aguas Calientes","WIRELESS","28"
"38014020","JUJUY","El Carmen","Barrio El Milagro","SATELITAL","1"
"38014030","JUJUY","El Carmen","Barrio La Unión","SATELITAL","3"
"38014040","JUJUY","El Carmen","El Carmen","ADSL","154"
"38014040","JUJUY","El Carmen","El Carmen","CABLEMODEM","149"
"38014040","JUJUY","El Carmen","El Carmen","FIBRA OPTICA","986"
"38014040","JUJUY","El Carmen","El Carmen","SATELITAL","31"
"38014040","JUJUY","El Carmen","El Carmen","WIRELESS","1"
"38014040","JUJUY","El Carmen","Fleming","SATELITAL","5"
"38014050","JUJUY","El Carmen","Los Lapachos (Est. Maquinista Verón)","SATELITAL","8"
"38014055","JUJUY","El Carmen","Loteo San Vicente","SATELITAL","12"
"38014060","JUJUY","El Carmen","Manantiales","SATELITAL","8"
"38014070","JUJUY","El Carmen","Monterrico","CABLEMODEM","857"
"38014070","JUJUY","El Carmen","Monterrico","FIBRA OPTICA","449"
"38014070","JUJUY","El Carmen","Monterrico","SATELITAL","19"
"38014070","JUJUY","El Carmen","Monterrico","WIRELESS","10"
"38014080","JUJUY","El Carmen","Pampa Blanca","ADSL","36"
"38014080","JUJUY","El Carmen","Pampa Blanca","CABLEMODEM","397"
"38014080","JUJUY","El Carmen","Pampa Blanca","SATELITAL","27"
"38014080","JUJUY","El Carmen","Pampa Blanca","WIRELESS","1"
"38014090","JUJUY","El Carmen","Perico","CABLEMODEM","1.222"
"38014090","JUJUY","El Carmen","Perico","FIBRA OPTICA","1.332"
"38014090","JUJUY","El Carmen","Perico","SATELITAL","61"
"38014090","JUJUY","El Carmen","Perico","WIRELESS","10"
"38014040","JUJUY","El Carmen","Pila Pardo","SATELITAL","1"
"38014100","JUJUY","El Carmen","Puesto Viejo","CABLEMODEM","113"
"38014100","JUJUY","El Carmen","Puesto Viejo","SATELITAL","14"
"38014110","JUJUY","El Carmen","San Isidro","SATELITAL","3"
"38014120","JUJUY","El Carmen","San Juancito","SATELITAL","5"
"38028003","JUJUY","Humahuaca","Aparzo","SATELITAL","7"
"38028007","JUJUY","Humahuaca","Cianzo","SATELITAL","2"
"38028010","JUJUY","Humahuaca","Coctaca","SATELITAL","2"
"38028020","JUJUY","Humahuaca","El Aguilar","SATELITAL","9"
"38028030","JUJUY","Humahuaca","Hipólito Yrigoyen (Est. Iturbe)","FIBRA OPTICA","5"
"38028030","JUJUY","Humahuaca","Hipólito Yrigoyen (Est. Iturbe)","SATELITAL","11"
"38028040","JUJUY","Humahuaca","Humahuaca","ADSL","254"
"38028040","JUJUY","Humahuaca","Humahuaca","SATELITAL","137"
"38028040","JUJUY","Humahuaca","Humahuaca","WIRELESS","330"
"0","JUJUY","Humahuaca","Otros","SATELITAL","6"
"38028045","JUJUY","Humahuaca","Palca de Varas","SATELITAL","2"
"38028047","JUJUY","Humahuaca","Rodero","SATELITAL","6"
"38028050","JUJUY","Humahuaca","Tres Cruces","FIBRA OPTICA","5"
"38028050","JUJUY","Humahuaca","Tres Cruces","SATELITAL","1"
"38028060","JUJUY","Humahuaca","Uquía (Est. Senador Pérez)","ADSL","3"
"38028060","JUJUY","Humahuaca","Uquía (Est. Senador Pérez)","FIBRA OPTICA","5"
"38028060","JUJUY","Humahuaca","Uquía (Est. Senador Pérez)","SATELITAL","16"
"38035010","JUJUY","Ledesma","Bananal","FIBRA OPTICA","1"
"38035010","JUJUY","Ledesma","Bananal","SATELITAL","1"
"38035030","JUJUY","Ledesma","Caimancito","ADSL","109"
"38035030","JUJUY","Ledesma","Caimancito","SATELITAL","4"
"38035030","JUJUY","Ledesma","Caimancito","WIRELESS","37"
"38035040","JUJUY","Ledesma","Calilegua","CABLEMODEM","500"
"38035040","JUJUY","Ledesma","Calilegua","SATELITAL","5"
"38035040","JUJUY","Ledesma","Calilegua","WIRELESS","200"
"38035050","JUJUY","Ledesma","Chalicán","SATELITAL","3"
"38035050","JUJUY","Ledesma","Chalicán","WIRELESS","78"
"38035060","JUJUY","Ledesma","Fraile Pintado","ADSL","398"
"38035060","JUJUY","Ledesma","Fraile Pintado","CABLEMODEM","23"
"38035060","JUJUY","Ledesma","Fraile Pintado","SATELITAL","29"
"38035060","JUJUY","Ledesma","Fraile Pintado","WIRELESS","121"
"38035080","JUJUY","Ledesma","Libertador General San Martín (Est. Ledesma)","ADSL","60"
"38035080","JUJUY","Ledesma","Libertador General San Martín (Est. Ledesma)","CABLEMODEM","6.065"
"38035080","JUJUY","Ledesma","Libertador General San Martín (Est. Ledesma)","FIBRA OPTICA","1.001"
"38035080","JUJUY","Ledesma","Libertador General San Martín (Est. Ledesma)","Otros","583"
"38035080","JUJUY","Ledesma","Libertador General San Martín (Est. Ledesma)","SATELITAL","33"
"38035080","JUJUY","Ledesma","Libertador General San Martín (Est. Ledesma)","WIRELESS","787"
"38035090","JUJUY","Ledesma","Maíz Negro","SATELITAL","11"
"0","JUJUY","Ledesma","Otros","SATELITAL","4"
"38035010","JUJUY","Ledesma","Pueblo Ledesma","SATELITAL","30"
"38035110","JUJUY","Ledesma","Yuto","SATELITAL","5"
"38035110","JUJUY","Ledesma","Yuto","WIRELESS","176"
"0","JUJUY","Otros","Otros","Otros","890"
"38042010","JUJUY","Palpalá","Carahunco","ADSL","1"
"38042010","JUJUY","Palpalá","Carahunco","SATELITAL","16"
"38042020","JUJUY","Palpalá","Centro Forestal","ADSL","15"
"38042020","JUJUY","Palpalá","Centro Forestal","SATELITAL","1"
"0","JUJUY","Palpalá","Otros","SATELITAL","5"
"38042040","JUJUY","Palpalá","Palpalá (Est. Gral. Manuel N. Savio)","ADSL","1.931"
"38042040","JUJUY","Palpalá","Palpalá (Est. Gral. Manuel N. Savio)","CABLEMODEM","1.556"
"38042040","JUJUY","Palpalá","Palpalá (Est. Gral. Manuel N. Savio)","FIBRA OPTICA","5.282"
"38042040","JUJUY","Palpalá","Palpalá (Est. Gral. Manuel N. Savio)","SATELITAL","45"
"38042040","JUJUY","Palpalá","Palpalá (Est. Gral. Manuel N. Savio)","WIRELESS","1"
"38042010","JUJUY","Palpalá","Rio Blanco","SATELITAL","9"
"38049003","JUJUY","Rinconada","Casa Colorada","SATELITAL","4"
"38049007","JUJUY","Rinconada","Coyaguaima","FIBRA OPTICA","5"
"38049007","JUJUY","Rinconada","Coyaguaima","SATELITAL","2"
"38049010","JUJUY","Rinconada","Lagunillas de Farallón","SATELITAL","4"
"38049020","JUJUY","Rinconada","Liviara","SATELITAL","16"
"38049025","JUJUY","Rinconada","Loma Blanca","SATELITAL","6"
"38049030","JUJUY","Rinconada","Nuevo Pirquitas","FIBRA OPTICA","5"
"38049030","JUJUY","Rinconada","Nuevo Pirquitas","SATELITAL","15"
"38049035","JUJUY","Rinconada","Orosmayo","FIBRA OPTICA","5"
"38049035","JUJUY","Rinconada","Orosmayo","SATELITAL","6"
"0","JUJUY","Rinconada","Otros","SATELITAL","22"
"38049040","JUJUY","Rinconada","Rinconada","SATELITAL","12"
"38056010","JUJUY","San Antonio","El Ceibal","FIBRA OPTICA","1"
"38056010","JUJUY","San Antonio","El Ceibal","SATELITAL","18"
"38056020","JUJUY","San Antonio","La Toma","SATELITAL","1"
"38056017","JUJUY","San Antonio","Los Alisos","ADSL","1"
"38056017","JUJUY","San Antonio","Los Alisos","SATELITAL","3"
"38056020","JUJUY","San Antonio","Loteo Navea","SATELITAL","4"
"38056025","JUJUY","San Antonio","Nuestra Señora del Rosario","SATELITAL","13"
"0","JUJUY","San Antonio","Otros","SATELITAL","2"
"38056030","JUJUY","San Antonio","San Antonio","ADSL","1"
"38056030","JUJUY","San Antonio","San Antonio","CABLEMODEM","170"
"38056030","JUJUY","San Antonio","San Antonio","SATELITAL","21"
"38063010","JUJUY","San Pedro","Arrayanal","SATELITAL","4"
"38063020","JUJUY","San Pedro","Arroyo Colorado","SATELITAL","2"
"38063030","JUJUY","San Pedro","Don Emilio","WIRELESS","37"
"38063040","JUJUY","San Pedro","El Acheral","SATELITAL","13"
"38063050","JUJUY","San Pedro","El Puesto","SATELITAL","8"
"38063070","JUJUY","San Pedro","La Esperanza","SATELITAL","7"
"38063070","JUJUY","San Pedro","La Esperanza","WIRELESS","15"
"38063090","JUJUY","San Pedro","La Mendieta","SATELITAL","19"
"38063090","JUJUY","San Pedro","La Mendieta","WIRELESS","240"
"38063100","JUJUY","San Pedro","Miraflores","SATELITAL","1"
"0","JUJUY","San Pedro","Otros","SATELITAL","10"
"38063110","JUJUY","San Pedro","Palos Blancos","SATELITAL","1"
"38063120","JUJUY","San Pedro","Parapetí","SATELITAL","10"
"38063130","JUJUY","San Pedro","Piedritas","SATELITAL","9"
"38063140","JUJUY","San Pedro","Rodeito","SATELITAL","3"
"38063150","JUJUY","San Pedro","Rosario de Río Grande","SATELITAL","3"
"38063150","JUJUY","San Pedro","Rosario de Río Grande","WIRELESS","54"
"38063170","JUJUY","San Pedro","San Lucas","SATELITAL","74"
"38063170","JUJUY","San Pedro","San Lucas","WIRELESS","10"
"38063180","JUJUY","San Pedro","San Pedro (Est. San Pedro de Jujuy)","ADSL","855"
"38063180","JUJUY","San Pedro","San Pedro (Est. San Pedro de Jujuy)","CABLEMODEM","1.334"
"38063180","JUJUY","San Pedro","San Pedro (Est. San Pedro de Jujuy)","FIBRA OPTICA","1.884"
"38063180","JUJUY","San Pedro","San Pedro (Est. San Pedro de Jujuy)","SATELITAL","1"
"38063180","JUJUY","San Pedro","San Pedro (Est. San Pedro de Jujuy)","WIRELESS","75"
"38063190","JUJUY","San Pedro","Sauzal","SATELITAL","5"
"38070010","JUJUY","SANTA BARBARA","El Fuerte","SATELITAL","41"
"38070020","JUJUY","SANTA BARBARA","El Piquete","ADSL","48"
"38070020","JUJUY","SANTA BARBARA","El Piquete","SATELITAL","3"
"38070020","JUJUY","SANTA BARBARA","El Piquete","WIRELESS","29"
"38070030","JUJUY","SANTA BARBARA","El Talar","SATELITAL","4"
"38070030","JUJUY","SANTA BARBARA","El Talar","WIRELESS","141"
"0","JUJUY","SANTA BARBARA","Otros","SATELITAL","29"
"38070040","JUJUY","SANTA BARBARA","Palma Sola","FIBRA OPTICA","248"
"38070040","JUJUY","SANTA BARBARA","Palma Sola","SATELITAL","89"
"38070040","JUJUY","SANTA BARBARA","Palma Sola","WIRELESS","116"
"38070050","JUJUY","SANTA BARBARA","Puente Lavayén","SATELITAL","2"
"38070060","JUJUY","SANTA BARBARA","Santa Clara","ADSL","57"
"38070060","JUJUY","SANTA BARBARA","Santa Clara","FIBRA OPTICA","1"
"38070060","JUJUY","SANTA BARBARA","Santa Clara","SATELITAL","16"
"38070060","JUJUY","SANTA BARBARA","Santa Clara","WIRELESS","87"
"38070070","JUJUY","SANTA BARBARA","Vinalito","SATELITAL","1"
"38070070","JUJUY","SANTA BARBARA","Vinalito","WIRELESS","73"
"38077010","JUJUY","Santa Catalina","Casira","FIBRA OPTICA","5"
"38077020","JUJUY","Santa Catalina","Ciénega","FIBRA OPTICA","5"
"38077030","JUJUY","Santa Catalina","Cieneguillas","FIBRA OPTICA","5"
"38077040","JUJUY","Santa Catalina","Cusi Cusi","FIBRA OPTICA","5"
"38077045","JUJUY","Santa Catalina","El Angosto","SATELITAL","2"
"38077050","JUJUY","Santa Catalina","La Ciénega","SATELITAL","12"
"38077060","JUJUY","Santa Catalina","Misarrumi","SATELITAL","7"
"38077070","JUJUY","Santa Catalina","Oratorio","FIBRA OPTICA","5"
"38077070","JUJUY","Santa Catalina","Oratorio","SATELITAL","1"
"0","JUJUY","Santa Catalina","Otros","SATELITAL","3"
"38077080","JUJUY","Santa Catalina","Paicone","FIBRA OPTICA","5"
"38077100","JUJUY","Santa Catalina","Santa Catalina","FIBRA OPTICA","5"
"38077100","JUJUY","Santa Catalina","Santa Catalina","SATELITAL","1"
"38084010","JUJUY","Susques","Catua","FIBRA OPTICA","70"
"38084010","JUJUY","Susques","Catua","SATELITAL","29"
"38084020","JUJUY","Susques","Coranzuli","FIBRA OPTICA","40"
"38084020","JUJUY","Susques","Coranzuli","SATELITAL","12"
"38084030","JUJUY","Susques","El Toro","FIBRA OPTICA","21"
"38084030","JUJUY","Susques","El Toro","SATELITAL","4"
"38084040","JUJUY","Susques","Huáncar","FIBRA OPTICA","27"
"38084040","JUJUY","Susques","Huáncar","SATELITAL","1"
"38084045","JUJUY","Susques","Jama","FIBRA OPTICA","26"
"38084045","JUJUY","Susques","Jama","SATELITAL","54"
"38084050","JUJUY","Susques","Mina Providencia","FIBRA OPTICA","5"
"38084050","JUJUY","Susques","Mina Providencia","SATELITAL","3"
"38084055","JUJUY","Susques","Olacapato","FIBRA OPTICA","8"
"38084055","JUJUY","Susques","Olacapato","SATELITAL","7"
"38084055","JUJUY","Susques","Olacapato","WIRELESS","1"
"38084060","JUJUY","Susques","Olaroz Chico","FIBRA OPTICA","32"
"38084060","JUJUY","Susques","Olaroz Chico","SATELITAL","15"
"38084060","JUJUY","Susques","Olaroz Chico","WIRELESS","6"
"0","JUJUY","Susques","Otros","SATELITAL","14"
"38084070","JUJUY","Susques","Pastos Chicos","FIBRA OPTICA","22"
"38084070","JUJUY","Susques","Pastos Chicos","SATELITAL","11"
"38084080","JUJUY","Susques","Puesto Sey","FIBRA OPTICA","20"
"38084080","JUJUY","Susques","Puesto Sey","SATELITAL","8"
"38084090","JUJUY","Susques","San Juan de Quillaqués","FIBRA OPTICA","11"
"38084090","JUJUY","Susques","San Juan de Quillaqués","SATELITAL","5"
"38084100","JUJUY","Susques","Susques","FIBRA OPTICA","275"
"38084100","JUJUY","Susques","Susques","SATELITAL","57"
"38084100","JUJUY","Susques","Susques","WIRELESS","57"
"38094010","JUJUY","Tilcara","Colonia San José","SATELITAL","5"
"38094020","JUJUY","Tilcara","Huacalera","FIBRA OPTICA","5"
"38094020","JUJUY","Tilcara","Huacalera","SATELITAL","17"
"38094030","JUJUY","Tilcara","Juella","SATELITAL","25"
"38094040","JUJUY","Tilcara","Maimará","FIBRA OPTICA","5"
"38094040","JUJUY","Tilcara","Maimará","SATELITAL","70"
"38094040","JUJUY","Tilcara","Maimará","WIRELESS","77"
"0","JUJUY","Tilcara","Otros","SATELITAL","2"
"38094050","JUJUY","Tilcara","Tilcara","FIBRA OPTICA","10"
"38094050","JUJUY","Tilcara","Tilcara","SATELITAL","106"
"38094050","JUJUY","Tilcara","Tilcara","WIRELESS","375"
"38098010","JUJUY","Tumbaya","Bárcena","SATELITAL","9"
"38098010","JUJUY","Tumbaya","Bárcena","WIRELESS","111"
"38098020","JUJUY","Tumbaya","El Moreno","SATELITAL","7"
"0","JUJUY","Tumbaya","Otros","SATELITAL","16"
"38098025","JUJUY","Tumbaya","Puerta de Colorados","SATELITAL","1"
"38098030","JUJUY","Tumbaya","Purmamarca","ADSL","43"
"38098030","JUJUY","Tumbaya","Purmamarca","SATELITAL","48"
"38098030","JUJUY","Tumbaya","Purmamarca","WIRELESS","1"
"38098040","JUJUY","Tumbaya","Tumbaya","SATELITAL","9"
"38098040","JUJUY","Tumbaya","Tumbaya","WIRELESS","343"
"38098050","JUJUY","Tumbaya","Volcán","SATELITAL","6"
"38098050","JUJUY","Tumbaya","Volcán","WIRELESS","93"
"38105010","JUJUY","Valle Grande","Caspalá","SATELITAL","5"
"38105020","JUJUY","Valle Grande","Pampichuela","SATELITAL","12"
"38105030","JUJUY","Valle Grande","San Francisco","SATELITAL","14"
"38105040","JUJUY","Valle Grande","Santa Ana","SATELITAL","8"
"38105050","JUJUY","Valle Grande","Valle Colorado","SATELITAL","2"
"38105060","JUJUY","Valle Grande","Valle Grande","SATELITAL","7"
"38112010","JUJUY","Yavi","Barrios","FIBRA OPTICA","5"
"38112020","JUJUY","Yavi","Cangrejillos","FIBRA OPTICA","5"
"38112030","JUJUY","Yavi","El Cóndor","SATELITAL","3"
"38112040","JUJUY","Yavi","La Intermedia","FIBRA OPTICA","5"
"38112050","JUJUY","Yavi","La Quiaca","ADSL","660"
"38112050","JUJUY","Yavi","La Quiaca","FIBRA OPTICA","76"
"38112050","JUJUY","Yavi","La Quiaca","Otros","5"
"38112050","JUJUY","Yavi","La Quiaca","SATELITAL","173"
"0","JUJUY","Yavi","Otros","SATELITAL","2"
"38112070","JUJUY","Yavi","Pumahuasi","FIBRA OPTICA","5"
"38112070","JUJUY","Yavi","Pumahuasi","SATELITAL","1"
"38112080","JUJUY","Yavi","Yavi","SATELITAL","1"
"38112090","JUJUY","Yavi","Yavi Chico","FIBRA OPTICA","5"
"42007010","LA PAMPA","Atreucó","Doblas","CABLEMODEM","222"
"42007010","LA PAMPA","Atreucó","Doblas","FIBRA OPTICA","11"
"42007010","LA PAMPA","Atreucó","Doblas","Otros","86"
"42007010","LA PAMPA","Atreucó","Doblas","SATELITAL","14"
"42007010","LA PAMPA","Atreucó","Doblas","WIRELESS","112"
"42007020","LA PAMPA","Atreucó","Macachín","FIBRA OPTICA","1.352"
"42007020","LA PAMPA","Atreucó","Macachín","SATELITAL","35"
"42007020","LA PAMPA","Atreucó","Macachín","WIRELESS","553"
"42007030","LA PAMPA","Atreucó","Miguel Riglos","FIBRA OPTICA","3"
"42007030","LA PAMPA","Atreucó","Miguel Riglos","SATELITAL","19"
"42007030","LA PAMPA","Atreucó","Miguel Riglos","WIRELESS","115"
"0","LA PAMPA","Atreucó","Otros","SATELITAL","24"
"42007040","LA PAMPA","Atreucó","Rolón","SATELITAL","9"
"42007040","LA PAMPA","Atreucó","Rolón","WIRELESS","82"
"42007050","LA PAMPA","Atreucó","Tomas M. Anchorena","DIAL UP","1"
"42007050","LA PAMPA","Atreucó","Tomas M. Anchorena","SATELITAL","12"
"42007050","LA PAMPA","Atreucó","Tomas M. Anchorena","WIRELESS","5"
"42014010","LA PAMPA","Caleu Caleu","Anzoategui","SATELITAL","8"
"42014020","LA PAMPA","Caleu Caleu","La Adela","CABLEMODEM","287"
"42014020","LA PAMPA","Caleu Caleu","La Adela","FIBRA OPTICA","95"
"42014020","LA PAMPA","Caleu Caleu","La Adela","SATELITAL","30"
"42014020","LA PAMPA","Caleu Caleu","La Adela","WIRELESS","564"
"0","LA PAMPA","Caleu Caleu","Otros","SATELITAL","211"
"42021010","LA PAMPA","Capital","Anguil","CABLEMODEM","138"
"42021010","LA PAMPA","Capital","Anguil","FIBRA OPTICA","422"
"42021010","LA PAMPA","Capital","Anguil","Otros","65"
"42021010","LA PAMPA","Capital","Anguil","SATELITAL","34"
"42021010","LA PAMPA","Capital","Anguil","WIRELESS","367"
"0","LA PAMPA","Capital","Otros","SATELITAL","34"
"42021020","LA PAMPA","Capital","Santa Rosa","ADSL","902"
"42021020","LA PAMPA","Capital","Santa Rosa","CABLEMODEM","42.279"
"42021020","LA PAMPA","Capital","Santa Rosa","DIAL UP","59"
"42021020","LA PAMPA","Capital","Santa Rosa","FIBRA OPTICA","8.822"
"42021020","LA PAMPA","Capital","Santa Rosa","SATELITAL","306"
"42021020","LA PAMPA","Capital","Santa Rosa","WIRELESS","556"
"42028010","LA PAMPA","Catriló","Catriló","CABLEMODEM","541"
"42028010","LA PAMPA","Catriló","Catriló","DIAL UP","1"
"42028010","LA PAMPA","Catriló","Catriló","FIBRA OPTICA","727"
"42028010","LA PAMPA","Catriló","Catriló","Otros","327"
"42028010","LA PAMPA","Catriló","Catriló","SATELITAL","38"
"42028020","LA PAMPA","Catriló","La Gloria","Otros","24"
"42028020","LA PAMPA","Catriló","La Gloria","SATELITAL","3"
"42028030","LA PAMPA","Catriló","Lonquimay","CABLEMODEM","278"
"42028030","LA PAMPA","Catriló","Lonquimay","FIBRA OPTICA","1"
"42028030","LA PAMPA","Catriló","Lonquimay","Otros","71"
"42028030","LA PAMPA","Catriló","Lonquimay","SATELITAL","43"
"0","LA PAMPA","Catriló","Otros","SATELITAL","18"
"42028040","LA PAMPA","Catriló","Uriburu","CABLEMODEM","90"
"42028040","LA PAMPA","Catriló","Uriburu","FIBRA OPTICA","1"
"42028040","LA PAMPA","Catriló","Uriburu","Otros","94"
"42028040","LA PAMPA","Catriló","Uriburu","SATELITAL","16"
"42028040","LA PAMPA","Catriló","Uriburu","WIRELESS","115"
"0","LA PAMPA","Chalileo","Otros","SATELITAL","26"
"42049010","LA PAMPA","Chalileo","Santa Isabel","DIAL UP","2"
"42049010","LA PAMPA","Chalileo","Santa Isabel","SATELITAL","51"
"42049010","LA PAMPA","Chalileo","Santa Isabel","WIRELESS","819"
"42056010","LA PAMPA","Chapaleufú","Bernardo Larroude","DIAL UP","1"
"42056010","LA PAMPA","Chapaleufú","Bernardo Larroude","FIBRA OPTICA","228"
"42056010","LA PAMPA","Chapaleufú","Bernardo Larroude","SATELITAL","13"
"42056010","LA PAMPA","Chapaleufú","Bernardo Larroude","WIRELESS","427"
"42056020","LA PAMPA","Chapaleufú","Ceballos","FIBRA OPTICA","1"
"42056020","LA PAMPA","Chapaleufú","Ceballos","Otros","6"
"42056020","LA PAMPA","Chapaleufú","Ceballos","SATELITAL","13"
"42056020","LA PAMPA","Chapaleufú","Ceballos","WIRELESS","91"
"42056030","LA PAMPA","Chapaleufú","Coronel Hilario Lagos (Est. Aguas Buenas)","SATELITAL","12"
"42056030","LA PAMPA","Chapaleufú","Coronel Hilario Lagos (Est. Aguas Buenas)","WIRELESS","254"
"42056040","LA PAMPA","Chapaleufú","Intendente Alvear","ADSL","28"
"42056040","LA PAMPA","Chapaleufú","Intendente Alvear","CABLEMODEM","613"
"42056040","LA PAMPA","Chapaleufú","Intendente Alvear","DIAL UP","1"
"42056040","LA PAMPA","Chapaleufú","Intendente Alvear","FIBRA OPTICA","606"
"42056040","LA PAMPA","Chapaleufú","Intendente Alvear","Otros","117"
"42056040","LA PAMPA","Chapaleufú","Intendente Alvear","SATELITAL","44"
"42056040","LA PAMPA","Chapaleufú","Intendente Alvear","WIRELESS","297"
"0","LA PAMPA","Chapaleufú","Otros","SATELITAL","15"
"42056050","LA PAMPA","Chapaleufú","Sarah","SATELITAL","4"
"42056050","LA PAMPA","Chapaleufú","Sarah","WIRELESS","16"
"42056060","LA PAMPA","Chapaleufú","Vértiz","SATELITAL","4"
"42056060","LA PAMPA","Chapaleufú","Vértiz","WIRELESS","107"
"42063010","LA PAMPA","Chical Co","Algarrobo del Águila","SATELITAL","6"
"42063020","LA PAMPA","Chical Co","La Humada","SATELITAL","10"
"42063020","LA PAMPA","Chical Co","La Humada","WIRELESS","224"
"0","LA PAMPA","Chical Co","Otros","SATELITAL","27"
"42035010","LA PAMPA","Conhelo","Conhelo","SATELITAL","11"
"42035010","LA PAMPA","Conhelo","Conhelo","WIRELESS","46"
"42035020","LA PAMPA","Conhelo","Eduardo Castex","ADSL","960"
"42035020","LA PAMPA","Conhelo","Eduardo Castex","CABLEMODEM","1.341"
"42035020","LA PAMPA","Conhelo","Eduardo Castex","FIBRA OPTICA","1.208"
"42035020","LA PAMPA","Conhelo","Eduardo Castex","SATELITAL","42"
"42035020","LA PAMPA","Conhelo","Eduardo Castex","WIRELESS","108"
"42035030","LA PAMPA","Conhelo","Mauricio Mayer","SATELITAL","12"
"42035030","LA PAMPA","Conhelo","Mauricio Mayer","WIRELESS","30"
"42035040","LA PAMPA","Conhelo","Monte Nievas","SATELITAL","9"
"42035040","LA PAMPA","Conhelo","Monte Nievas","WIRELESS","45"
"0","LA PAMPA","Conhelo","Otros","SATELITAL","51"
"42035050","LA PAMPA","Conhelo","Rucanelo","FIBRA OPTICA","1"
"42035050","LA PAMPA","Conhelo","Rucanelo","SATELITAL","11"
"42035050","LA PAMPA","Conhelo","Rucanelo","WIRELESS","26"
"42035060","LA PAMPA","Conhelo","Winifreda","CABLEMODEM","192"
"42035060","LA PAMPA","Conhelo","Winifreda","FIBRA OPTICA","693"
"42035060","LA PAMPA","Conhelo","Winifreda","Otros","2"
"42035060","LA PAMPA","Conhelo","Winifreda","SATELITAL","34"
"42035060","LA PAMPA","Conhelo","Winifreda","WIRELESS","195"
"42042010","LA PAMPA","Curacó","Gobernador Duval","SATELITAL","7"
"42042010","LA PAMPA","Curacó","Gobernador Duval","WIRELESS","105"
"0","LA PAMPA","Curacó","Otros","SATELITAL","18"
"42042020","LA PAMPA","Curacó","Puelches","SATELITAL","23"
"42042020","LA PAMPA","Curacó","Puelches","WIRELESS","100"
"42070010","LA PAMPA","Guatraché","Alpachiri","ADSL","639"
"42070010","LA PAMPA","Guatraché","Alpachiri","FIBRA OPTICA","2"
"42070010","LA PAMPA","Guatraché","Alpachiri","SATELITAL","34"
"42070020","LA PAMPA","Guatraché","General Manuel J. Campos","FIBRA OPTICA","2"
"42070020","LA PAMPA","Guatraché","General Manuel J. Campos","SATELITAL","9"
"42070020","LA PAMPA","Guatraché","General Manuel J. Campos","WIRELESS","235"
"42070030","LA PAMPA","Guatraché","Guatraché","CABLEMODEM","239"
"42070030","LA PAMPA","Guatraché","Guatraché","FIBRA OPTICA","1.680"
"42070030","LA PAMPA","Guatraché","Guatraché","SATELITAL","21"
"42070030","LA PAMPA","Guatraché","Guatraché","WIRELESS","391"
"0","LA PAMPA","Guatraché","Otros","SATELITAL","32"
"42070040","LA PAMPA","Guatraché","Perú","FIBRA OPTICA","22"
"42070040","LA PAMPA","Guatraché","Perú","SATELITAL","3"
"42070040","LA PAMPA","Guatraché","Perú","WIRELESS","18"
"42070050","LA PAMPA","Guatraché","Santa Teresa","FIBRA OPTICA","2"
"42070050","LA PAMPA","Guatraché","Santa Teresa","SATELITAL","2"
"42070050","LA PAMPA","Guatraché","Santa Teresa","WIRELESS","88"
"42077010","LA PAMPA","Hucal","Abramo","FIBRA OPTICA","1"
"42077010","LA PAMPA","Hucal","Abramo","SATELITAL","7"
"42077010","LA PAMPA","Hucal","Abramo","WIRELESS","36"
"42077020","LA PAMPA","Hucal","Bernasconi","ADSL","37"
"42077020","LA PAMPA","Hucal","Bernasconi","FIBRA OPTICA","1"
"42077020","LA PAMPA","Hucal","Bernasconi","SATELITAL","38"
"42077020","LA PAMPA","Hucal","Bernasconi","WIRELESS","703"
"42077030","LA PAMPA","Hucal","General San Martín (Est. Villa Alba)","FIBRA OPTICA","1"
"42077030","LA PAMPA","Hucal","General San Martín (Est. Villa Alba)","SATELITAL","19"
"42077030","LA PAMPA","Hucal","General San Martín (Est. Villa Alba)","WIRELESS","826"
